*name; short_name;description;latitude;longitude;elevation;type;type_name;country;icao;frequency;rwy_landable;rwy_lenght;rwy_direc;rwy_surface;rwy_surface_name;rwy_bidirectional
Weinheim/Bergstrasse;Weinhm;;49.34'120"N;008.36'730"E;97;768;Sonderlandeplatz;1060;EDGZ;123.600;1;775;350;3;Gras;1
Weipertshofen;Weiprt;;49.05'167"N;010.07'650"E;440;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Weissenburg-Wuelzburg;Weissn;;49.01'433"N;011.00'950"E;615;1792;Segelfluggel‰nde;1060;;123.050;1;0;0;5;Belag unbekannt;1
Weissenhorn;Weiss1;;48.17'420"N;010.08'480"E;501;768;Sonderlandeplatz;1060;EDNW;119.975;1;650;260;3;Gras;1
Welzheim;Welzhm;;48.52'633"N;009.39'433"E;518;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Welzow;Welzow;;51.34'580"N;014.08'250"E;114;768;Sonderlandeplatz;1060;EDCY;134.850;1;2000;220;0;Beton;1
Wenzendorf;Wenznd;;53.20'267"N;009.46'767"E;66;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Weper;Weper;;51.42'683"N;009.48'067"E;355;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Werdohl-Kuentrop;Werdhl;;51.17'900"N;007.49'070"E;316;768;Sonderlandeplatz;1060;EDKW;122.675;1;600;250;3;Gras;1
Werneuchen;Wernch;;52.38'000"N;013.46'000"E;80;768;Sonderlandeplatz;1060;EDBW;122.600;1;1499;260;0;Beton;1
Wershofen;Wershf;;50.27'170"N;006.47'200"E;482;768;Sonderlandeplatz;1060;EDRV;122.300;1;630;250;3;Gras;1
Wesel-Roemerwardt;WeslRm;;51.39'750"N;006.35'700"E;22;768;Sonderlandeplatz;1060;EDLX;122.025;1;400;270;3;Gras;1
Weser-Wuemme;WesrWm;;53.03'200"N;009.12'580"E;18;768;Sonderlandeplatz;1060;EDWM;122.600;1;700;360;3;Gras;1
Westerland/Sylt;Westrl;;54.54'700"N;008.20'500"E;16;1024;Flughafen;1060;EDXW;119.750;1;1696;61;0;Beton;1
Westerstede-Felde;Westrs;;53.17'300"N;007.55'800"E;9;768;Sonderlandeplatz;1060;EDWX;123.650;1;580;250;1;Asphalt;1
Wildberg (Kengel);Wildbr;;48.38'167"N;008.43'900"E;509;1792;Segelfluggel‰nde;1060;;123.000;1;0;0;5;Belag unbekannt;1
Wilhelmshaven-Mariensiel;Wilhlm;;53.30'380"N;008.03'250"E;5;768;Sonderlandeplatz;1060;EDWI;129.250;1;981;200;1;Asphalt;1
Wilsche;Wilsch;;52.31'500"N;010.27'850"E;55;1792;Segelfluggel‰nde;1060;;129.975;1;0;0;5;Belag unbekannt;1
Winzeln-Schramberg;Winzln;;48.16'730"N;008.25'730"E;671;768;Sonderlandeplatz;1060;EDTW;123.650;1;704;330;1;Asphalt;1
Wipperfuerth-Neye;Wipprf;;51.07'400"N;007.22'500"E;263;768;Sonderlandeplatz;1060;EDK"N;122.400;1;600;290;3;Gras;1
Wismar;Wismar;;53.54'880"N;011.30'080"E;13;768;Sonderlandeplatz;1060;EDCW;123.050;1;640;260;3;Gras;1
Wittmundhafen;Wittmn;;53.32'867"N;007.40'133"E;9;512;milit‰rischer Flugplatz;1060;ETNT;122.100;1;2440;80;0;Beton;1
Wittstock-Berlinchen;Wittst;;53.13'283"N;012.33'650"E;79;1792;Segelfluggel‰nde;1060;;122.200;1;0;0;5;Belag unbekannt;1
Wolfhagen Granerberg;Wolfhg;;51.18'400"N;009.10'580"E;313;768;Sonderlandeplatz;1060;EDGW;127.450;1;500;330;3;Gras;1
Worms;Worms;;49.36'450"N;008.22'070"E;90;768;Sonderlandeplatz;1060;EDFV;124.600;1;800;62;1;Asphalt;1
Wriezen;Wrizn;;52.36'900"N;014.14'700"E;10;768;Sonderlandeplatz;1060;EDO"N;122.050;1;2400;260;0;Beton;1
Wuerzburg-Schenkenturm;Wuerzb;;49.49'100"N;009.53'800"E;302;768;Sonderlandeplatz;1060;EDFW;122.175;1;640;290;1;Asphalt;1
Wunstorf;Wunstr;;52.27'600"N;009.26'300"E;56;512;milit‰rischer Flugplatz;1060;ETNW;122.100;1;1882;80;1;Asphalt;1
Wustweiler;Wustwl;;49.23'683"N;007.01'033"E;365;1792;Segelfluggel‰nde;1060;;122.475;1;0;0;5;Belag unbekannt;1
Wyk auf Foehr;WykfFh;;54.41'100"N;008.31'970"E;8;768;Sonderlandeplatz;1060;EDXY;118.250;1;530;210;3;Gras;1
Zell-Haidberg;ZellHd;;50.08'250"N;011.47'667"E;580;1792;Segelfluggel‰nde;1060;;123.375;1;0;0;5;Belag unbekannt;1
Zellhausen;Zellhs;;50.01'133"N;008.58'933"E;113;1792;Segelfluggel‰nde;1060;;122.300;1;0;0;5;Belag unbekannt;1
Zerbst;Zerbst;;52.00'200"N;012.09'200"E;81;768;Sonderlandeplatz;1060;EDUZ;123.050;1;1200;250;0;Beton;1
Zierenberg a.d. Doernberg;Ziernb;;51.22'117"N;009.20'033"E;430;1792;Segelfluggel‰nde;1060;;122.300;1;0;0;5;Belag unbekannt;1
Zweibruecken;Zwebrc;;49.12'630"N;007.24'120"E;345;1024;Flughafen;1060;EDRZ;123'825;1;2950;210;0;Beton;1
Zwickau;Zwick;;50.42'250"N;012.27'670"E;320;768;Sonderlandeplatz;1060;EDBI;122.900;1;800;240;3;Gras;1
